id,tokens,ner_tags
1336,"['Driving', ',', 'driving', ',', 'driving', 'away', 'to', 'Phil', '.', 'Tasty', 'dinner', 'tonight', 'with', 'the', 'Society', 'of', 'Mining', 'and', 'Metallurgy', 'Engineers', '.']","[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 0]"
1337,"['This', '.', 'RT', '@bethanyshondark', ':', 'RT', '@duchess_rebecca', ':', 'Twitter', 'is', 'going', 'to', 'be', 'less', 'fun', 'tonight', 'without', 'the', 'snarky', 'Joos', '.', 'Aw', '!!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1338,"['TOP', 'EVENT', '--', '&gt;', 'http://schmap.it/98hCOt', '-', 'And', 'tomorrow', 'the', '@BaristaThing', 'Event', 'goes', 'down', '-', 'open', 'to', 'pros', ',', 'home', 'baristas', ',', 'c', '...', '(', 'via', '@CoffeeGeek', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1339,"['@kajelly_milk', '(', ':', 'but', 'hey', '..', 'its', 'all', 'good', '.', 'i', 'like', 'him', 'haha', '&amp;omg', 'jason', 'kept', 'touching', 'me', 'today', 'D', ';', 'i', 'was', 'like', 'man', 'stop', 'touching', 'O', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1340,"['@x_Jamelia_x', 'When', 'r', 'u', 'gona', 'realise', 'we', 'dont', 'want', 'u', 'on', 'our', 'tvs', '??', 'To', 'prove', 'my', 'point', 'enter', 'ur', 'name', 'into', 'search', '..', 'Uve', 'had', 'ur', '15mins', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1341,"['I', 'liked', 'a', 'YouTube', 'video', '--', 'Testing', 'Tomorrow', 'http://youtu.be/aOYInsel7Qw?a']","[0, 0, 0, 1, 0, 0, 5, 6, 0]"
1342,"['I', 'love', 'to', 'see', 'a', 'child', ""'s"", 'face', 'when', 'they', 'think', 'of', 'the', 'fairies', '.', 'Like', 'a', 'fairy', 'their', 'little', 'faces', 'light', 'up', ':)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1343,"['The', 'forced', 'ads', 'in', 'ngmoco', 'games', 'are', 'outstandingly', 'annoying', '!', 'Looks', 'like', 'it', ""'s"", 'time', 'to', 'delete', 'all', 'their', 'apps', 'from', 'my', 'iOS', 'devices', '!']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]"
1344,"['RT', '@LightCMS', ':', 'Day', '6', ':', 'Win', '1', 'of', '10', 'iPads', 'from', '@LightCMS', '-', 'RT', 'to', 'enter', 'or', 'read', 'more', 'http://speaklight.com/iPad']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1345,"['RT', '@KarlaRay', ':', 'What', 'a', 'day', 'in', '#Collier', '!', 'Watch', '@NBC2', 'at', '6', 'for', 'details', 'on', 'the', 'latest', 'growhouse', 'bust', 'and', 'the', 'county', ""'s"", 'first-ever', 'West', 'Nile', 'd', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1346,"['I', 'played', 'this', 'out', 'not', 'too', 'long', 'ago', 'lol', '-', 'http://www.youtube.com/watch?v=aWISNFAvGkw', 'I', 'really', 'do', 'like', 'it', 'even', 'though', 'it', ""'s"", 'utter', 'shit', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1347,"['""', 'You', 'may', 'have', 'given', 'up', 'on', 'me', ',', 'but', ""I'm"", 'not', 'given', 'up', 'on', 'you', '.""', '-The', 'Boy', 'You', 'Use', 'To', 'Love']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1348,"['Artful', 'Pumpkins', 'Ladies', 'Long', 'Sleeve', ':', 'Artful', 'Pumpkins', 'Ladies', 'Long', 'Sleeve', '.', 'Altered', 'vintage', 'design', '.', 'Backgroun', '...', 'http://bit.ly/9RRYOI', '#tshirts']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1349,"['June', 'Fest', '2010', '~', 'Forgotten', 'Door', 'LIVE', '!', 'http://fb.me/G1pof3lO']","[0, 0, 0, 0, 7, 8, 0, 0, 0]"
1350,"['@marciaforbes', 'When', 'U', 'dig', 'grave', 'always', 'dig', '2', '.', 'Like', 'he', 'wanted', 'to', 'diminish', 'Brady', '&amp;', 'end', 'up', 'doing', 'that', 'to', 'himself', '&lt;', '&gt;', 'True', '....', 'Dat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1351,"[""I'm"", 'tired', 'after', 'school', 'today', '!']","[0, 0, 0, 0, 0, 0]"
1352,"['""', 'smell', '.', '(', 'the', 'lack', 'of', 'could', 'only', 'help', 'when', 'forced', 'to', 'go', 'cowtipping', 'with', 'ram', '.', ')', '""', '-', '@jenist', 'wins', '!', 'your', 'mineral', 'water', 'is', 'in', 'the', 'mail', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1353,"['four', 'months', '&lt;', '3']","[0, 0, 0, 0]"
1354,"['Rain', 'rain', 'go', 'away', 'come', 'back', 'when', 'it', ""'s"", 'not', 'my', 'dads', 'birthday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1355,"['@justinbieber', 'When', 'you', 'smile', 'I', 'smile', '...', 'seriously', 'I', 'do', '!!!!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1356,"['@Surfrdan', 'to', 'be', 'fair', 'though', 'it', ""'s"", 'roughly', 'the', 'millionth', 'time', 'he', ""'s"", 'played', 'Tony', 'Blair', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0]"
1357,"['@jenniferehle', ':', 'Did', 'you', 'get', 'heavy', 'rains', 'up', 'there', 'yesterday', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1358,"['Sweet', '!', 'RT', '@SimoneSOliver', ':', 'Here', ""'s"", 'the', 'London', 'Fashion', 'Week', 'schedule', ':', 'http://nyti.ms/bW0N3u']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1359,"['RT', '@davehodg', ':', 'Pope', 'says', 'atheists', 'pick', '&amp;', 'choose', 'their', 'morals', '.', 'Correct', '.', 'Today', 'I', 'will', 'be', 'frowning', 'on', 'child', 'abuse', '&amp;', 'not', 'having', 'a', 'problem', 'wit', '...']","[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1360,"['@DeezyWest', 'raiders', 'get', 'there', 'first', 'win', 'this', 'sunday', '#Predictions']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1361,"['WHATS', 'GOODIE', 'EVERY1', 'COOLIN', 'COOLIN', 'FEELIN', 'THE', 'BREEZE', '#FRIDAY#MANIA']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1362,"['@valdary', 'sorry', 'i', 'meant', 'my', 'dad', 'in', 'the', 'first', 'tweet', ',', 'my', 'mums', 'been', 'dead', '5', 'years', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1363,"['Great', 'week', 'for', 'music', 'with', '@blindoldfreak', ',', 'UNKLE', '&amp;', '@trent_reznor', 'all', 'putting', 'out', 'new', 'releases', '.', 'Amazing', 'stuff', '.', '**Support', 'decent', 'music**']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1364,"['@victorcajiao', 'So', 'can', 'I', 'call', 'in', 'sick', 'on', 'my', 'last', 'day', 'on', 'the', 'job', 'so', 'I', 'can', 'go', 'out', 'there', 'and', 'look', 'at', 'it', '?', ':-)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1365,"['Thank', 'God', 'it', ""'s"", 'finally', 'Friday', '!', 'I', 'really', 'needed', 'this', '.', ':-)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1366,"['Telly', 'was', 'junk', 'last', 'week']","[0, 0, 0, 0, 0]"
1367,"['Love', 'me', 'when', 'I', 'least', 'deserve', 'it', ',', 'because', 'that', ""'s"", 'when', 'I', 'need', 'it', 'the', 'most', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1368,"['I', 'really', 'feel', 'like', 'staying', 'up', 'all', 'night', 'listening', 'to', 'my', 'CDs', '.', 'The', 'neighbours', 'and', 'my', 'boss', 'at', 'work', 'tomorrow', 'would', 'complain', ',', 'so', 'no', 'can', 'do', ':(']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1369,"['@SweetBee_90', 'what', ""'s"", 'the', 'look', 'for', 'tonight', '?']","[0, 0, 0, 0, 0, 0, 0, 0]"
1370,"['volunteering', 'for', 'the', 'Rotary', 'Club', 'at', 'the', 'PoMo', 'Terry', 'Fox', 'run', '.', 'Should', 'be', 'an', 'excellent', 'time', ':', 'come', 'down', 'and', 'check', 'it', 'out', 'on', 'Sunday', 'am', '!']","[0, 0, 0, 7, 8, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1371,"['I', 'distinctly', 'remember', 'someone', 'giving', 'me', 'chocolates', 'last', 'week', '.', 'I', ""don't"", 'recall', 'eating', 'a', 'single', 'piece', '.', ""They're"", 'nowhere', 'to', 'be', 'found', 'of', 'course', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1372,"['RT', '@Durell_G', ':', 'When', 'life', 'throws', 'u', 'lemons', '...', 'Throw', 'them', 'back', '..', '&lt;', 'make', 'lemonade', 'or', '@giapo', 'sorbet', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1373,"['Coach', 'Germano', ',', 'Albin', ',', 'Haines', 'and', 'Burrow', 'each', 'had', 'home', 'damage', 'from', 'the', 'storm', 'yesterday', ',', 'according', 'to', '@JasonCorriher', '.']","[9, 10, 0, 9, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1374,"['Madden', 'tonite', '!!!', 'the', 'homie', 'going', 'down', '!', 'Better', 'get', 'then', 'clips', 'ready', '!', 'For', 'my', 'free', 'cut', '!!', 'Ha', 'ha']","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375,"['@OmegaWife5', 'exhaustingly', 'long', 'lol', ':)', 'how', 'has', 'yours', 'been', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1376,"['sexy', 'azz', '@RICCOBARRINO', 'tweeted', 'me', 'but', 'can', 'i', 'get', 'a', 'follow', 'baby', '???', 'and', 'i', 'got', 'you', 'i', 'will', 'let', 'my', 'folks', 'know', '...', 'when', 'is', 'the', 'new', 'album', '??', 'i', 'willget']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1377,"['RT', '@BettyCrocker', ':', 'Less', 'than', '25', 'followers', 'to', 'go', '!', 'Let', ""'s"", 'reach', '11,000', 'before', 'the', 'weekend', '!', ':)', 'http://ht.ly/2G4sQ', '#sweepstakes']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1378,"['RT', '@ItsTheTeenLife', ':', 'The', 'exact', 'day', 'that', 'I', 'wear', 'shorts', 'and', 'a', 'tee', 'shirt', 'everyone', 'shows', 'up', 'wearing', 'hoodies', 'and', 'jeans', '.', '-_-', '#ItsTheTeenLife']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1379,"['@LOOPYisLINDSAY', 'hahaha', '.', 'Nice', '.', 'How', 'was', 'ur', 'day', '2day', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1380,"['good', 'day', '.', 'bad', 'day', '.', 'good', 'day', '?', 'merek', 'minuman', 'sachet']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1381,"['Time', 'to', 'go', ',', 'hihi', '!', 'Beijinhos', ',', 'seus', 'viciados', ':', '*']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1382,"['She', 'Love', 'Me', 'Long', 'Timeeeee']","[0, 0, 0, 0, 0]"
1383,"['RT', '@Ashanie_di_Don', ':', '@JDay_Sept15', 'lol', 'i', 'see', 'someone', 'hyped', 'and', 'ready', 'for', '#FlavaFridays', 'tonight', '&lt;', 'every', 'week', '.', 'Lets', 'get', 'it', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1384,"['@chrislhayes', 'That', ""'s"", 'nothing', 'compared', 'to', 'the', 'LaserDiscs', 'I', 'picked', 'up', 'at', 'goodwill', 'the', 'other', 'day', '.', 'Completely', 'useless', 'those', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1385,"['ahhh', 'that', 'made', 'my', 'day', '(', ':', 'i', 'would', 'say', 'something', 'stupid', 'like', 'that', ':D']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1386,"['September', 'dates', 'to', 'remember', ':', 'http://fb.me/zUJIeN0U']","[0, 0, 0, 0, 0, 0]"
1387,"['Internet', '.', 'My', 'MOM', 'got', 'a', 'tattoo', 'today', '.', 'Which', ',', 'if', 'one', 'knows', 'her', ',', 'is', 'so', 'out', 'of', 'character', '.', 'I', 'find', 'it', 'awesome', '.', 'Go', 'ma', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1388,"['Checking', 'out', 'this', 'weeks', 'tell', ""'"", 'em', 'Steve', 'Dave', 'Podcast']","[0, 0, 0, 0, 0, 0, 0, 9, 10, 0]"
1389,"['@BundleHunt', 'Is', 'it', 'being', 'released', 'today', 'or', 'soon', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1390,"['Its', 'crazy', 'that', 'one', 'day', 'I', 'have', 'energy', 'to', 'do', 'laundry', ',', 'mop', 'floors', ',', 'scrub', 'everything', 'down', 'and', 'the', 'next', 'I', ""don't"", 'even', 'feel', 'like', 'doing', 'anything', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1391,"['Why', 'hate', 'on', 'somebody', 'for', 'doing', 'well', 'when', 'you', 'can', 'simply', 'say', 'great', 'job', 'and', 'move', 'on', '..', '[Haters', 'u', 'can', 'kill', 'yourself', ']', 'cuz', 'ur', 'losers']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1392,"['@urbanturbanguy', 'Ooh', ',', 'I', 'could', 'be', 'your', 'long', 'lost', 'Mexican', 'sister', 'for', 'this', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1393,"['its', 'time', 'to', 'have', 'some', 'fun', 'tonight', ':', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1394,"['@danibuono', 'yet', ',', 'once', 'I', 'get', 'my', 'iPhone', 'that', ""'s"", 'when', ""I'ma"", 'scream', 'TeamiPhone', 'RT', 'your_commander', ':', '_Shomari', 'lol', 'why', 'u', 'say', 'u', 'guess', '?', 'http:///T0UZh']","[0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1395,"['Saturday', 'September', '18th', '2010', '8pm', 'Hotel', 'Elegante', 'Steve', '&quot;', 'Stylez', '&quot;', 'A.K.A.', 'Desperado', 'Birthday', 'Bash', '!', '&quot;', 'Headrush', 'in', 'da', 'building', '&quot;']","[0, 0, 0, 0, 0, 7, 8, 9, 10, 10, 10, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1396,"['sfitzy93', 'asked', ':', 'No', 'problem', '(', ':', 'awesome', '!', 'toast', '=', 'life', ':P', '..', 'You', 'doing', 'anything', 'for', 'the', 'day', '?', 'http://tumblr.com/xkdiufb81']","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1397,"['The', 'Town', 'might', 'be', 'one', 'of', 'the', 'best', 'movies', 'I', 'have', 'seen', 'all', 'year', '.', 'So', ',', 'so', 'good', '.', 'And', ""don't"", 'worry', 'Ben', ',', 'we', 'already', 'forgave', 'you', 'for', 'Gigli', '.', 'Really', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
1398,"['Wow', ',', ""I'd"", 'forgotten', 'when', 'Jenny', 'was', 'actually', 'really', 'nice', 'lol', '#theLword']","[0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0]"
1399,"['Pretty', 'much', 'any', 'time', 'I', 'get', 'an', 'email', 'from', 'someone', 'who', 'puts', '""', 'PhD', '""', 'in', 'the', 'from', 'field', ',', 'I', 'know', 'there', ""'s"", 'going', 'to', 'be', 'trouble']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1400,"['signing', 'along', 'to', 'Remembering', 'Sunday']","[0, 0, 0, 0, 0]"
1401,"['@TakeMeDownCHRIS', 'he', 'didnt', 'say', 'when', '..', 'he', 'just', 'said', 'he', 'workin', 'on', 'it', '&amp;', 'gonna', 'release', 'the', 'full', 'version', 'to', 'yeah3x', 'soon', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1402,"['was', 'WAITING', 'for', 'this', 'day', 'for', 'specific', 'reasons', '.', 'now', 'im', 'leaving', 'again', '&amp;', 'will', 'have', 'to', 'try', 'this', 'bullshit', 'AGAIN', 'next', 'friday', '.', 'dawg', 'wasted', 'my', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1403,"['Might', 'have', 'an', 'early', 'night', 'got', 'to', 'help', 'Rob', 'finish', 'the', 'decorating', 'tomorrow']","[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0]"
1404,"['@shhaunna_btm', ""i'm"", 'not', 'ignoring', 'you', ""doll..i'm"", 'doing', 'my', 'friday', 'follows']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1405,"['@wildflower94', 'hw', '=/', 'i', 'cant', 'wate', 'til', 'summer', '!!!', 'This', 'year', 'us', 'guna', 'b', 'a', 'mess']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1406,"['RT', '@relentless1323', ':', 'I', 'hate', 'when', 'a', 'nigga', 'shows', 'me', 'a', 'video', 'of', 'him', 'on', 'his', 'phone', ',', 'gettin', 'some', 'head', 'from', 'a', 'shorty', '.', 'Im', 'Like', 'yo', '...', 'U', 'just', 'showed', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1407,"['For', 'code', ""I've"", 'written', 'since', 'Sept', ""'"", '09', ',', 'the', 'delay', 'between', 'commit', 'to', 'SCM', 'and', 'running', 'on', 'customer', 'hardware', 'has', 'been', 'about', '10', 'days', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1408,"['Thank', 'u', '!', 'xo', 'RT', '@Kadzyq', ':', 'Happy', 'Bday', '!!', 'From', 'all', 'ur', 'fans', 'in', 'the', 'Middle', 'East', ':)', 'hope', 'to', 'c', 'u', 'n', 'the', 'voices', 'with', 'Yanni', 'in', 'concert', 'here', 'some', 'day', ':)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0]"
1409,"['@Jee_agustino', ':O', 'seriously', 'even', 'when', 'you', 'do', 'not', 'want', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1410,"['Im', 'starting', 'to', 'hate', 'verizon', '.', 'I', 'normally', 'have', 'one', 'bar', 'or', 'no', 'bars', '.', 'But', 'i', 'sure', 'have', '4', 'bars', 'for', 'ev', 'all', 'the', 'time', '..', '.', '.', '.', 'Stupid']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1411,"['Gets', 'To', 'See', 'Lindsay', 'Tonight', '!', ':D', ':D', ':', 'LD', '&lt;', '3', 'Love', 'YOu', 'Beautiful', '!!']","[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1412,"['@vincentsmojo', 'You', 'think', 'I', 'secretly', 'love', 'dresses', 'lol', 'Only', 'when', 'Lilia', 'wears', 'them', ';)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0]"
1413,"['@paulwalk', 'It', ""'s"", 'the', 'view', 'from', 'where', ""I'm"", 'living', 'for', 'two', 'weeks', '.', 'Empire', 'State', 'Building', '=', 'ESB', '.', 'Pretty', 'bad', 'storm', 'here', 'last', 'evening', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]"
1414,"['Lucid', 'Dementia', 'Playing', 'in', 'Austin', 'Tonite', 'at', 'The', 'Scoot', 'Inn', 'at', '1am', '!']","[5, 6, 0, 0, 7, 0, 0, 7, 8, 8, 0, 0, 0]"
1415,"['#jobs', '#careers', '#Greenville', 'AT&amp;T', 'Full', 'Time', 'Retail', 'Sales', 'Consultant(s', ')', '-', 'Greenville', ',', 'AL', 'http://bit.ly/dflARA']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0]"
1416,"['@hannibal_flow', 'I', 'got', 'miami', 'pics', 'for', 'days', 'lol']","[0, 0, 0, 7, 0, 0, 0, 0]"
1417,"['8hr', 'shift', 'today', 'yuck', 'lol']","[0, 0, 0, 0, 0]"
1418,"['Buck', 'mountain', 'tomorrow', '.', '#adirondacks', '#hiking']","[7, 8, 0, 0, 0, 0]"
1419,"['ALL', 'TIME', 'LOW', 'ARE', 'COMMING', 'TO', 'GLASGOW', '!!!!!!!!!!!!!!!!!!!']","[0, 0, 0, 0, 0, 0, 7, 0]"
1420,"['RT', '@GaidaAbuSaleh', ':', 'my', '1997th', 'tweet', 'goes', 'to', '.......', '@LIDIAABUSALEH', ',', 'i', 'would', 'like', 'to', 'thank', 'lidia', ',', 'for', 'being', 'born', 'on', 'the', '1997th', 'year', '.', 'thank', 'you', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1421,"['RT', '@AniCoronado', ':', '#ZodiacFacts', 'As', 'a', '#Taurus', 'it', 'may', 'seem', 'like', 'things', 'are', 'falling', 'into', 'place', ',', 'and', 'this', 'feeling', 'gives', 'you', 'a', 'surge', 'of', 'energy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1422,"['RT', '@Madslanger', ':', 'Performing', 'in', 'Naples', 'tomorrow', 'with', 'N.E.R.D.', ',', 'Maroon', '5', 'and', 'others', 'at', 'the', 'MTV', 'show', '.', 'Tonight', 'Stars', 'in', 'Vordingborg', '-', 'few', 'tic', '...']","[0, 0, 0, 0, 0, 7, 0, 0, 5, 0, 5, 6, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0]"
1423,"['RT', '@robmoysey', 'Eyeopener', 'vs', '.', 'Ryerson', 'Quidditch', 'team', 'this', 'Sunday', 'at', '4', 'p.m.', 'Anyone', 'know', 'where', 'to', 'get', 'cheap', 'brooms', '?', '#Ryerson', '@RUQuidditch', '#Rams']","[0, 0, 5, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1424,"['He', 'said', 'Rihanna', 'all', 'low', 'toned', 'and', 'shit', '!!', 'Prolly', 'the', 'first', 'time', 'he', 'said', 'her', 'names', 'in', 'AGES', '!!!', 'LMFAOOOOO']","[0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
